C0_names,C0_logfold,C0_pvals_adj,C0_z_score,C1_names,C1_logfold,C1_pvals_adj,C1_z_score,C2_names,C2_logfold,C2_pvals_adj,C2_z_score,C3_names,C3_logfold,C3_pvals_adj,C3_z_score,C4_names,C4_logfold,C4_pvals_adj,C4_z_score,C5_names,C5_logfold,C5_pvals_adj,C5_z_score,C6_names,C6_logfold,C6_pvals_adj,C6_z_score,C7_names,C7_logfold,C7_pvals_adj,C7_z_score,C8_names,C8_logfold,C8_pvals_adj,C8_z_score,C9_names,C9_logfold,C9_pvals_adj,C9_z_score,C10_names,C10_logfold,C10_pvals_adj,C10_z_score,C11_names,C11_logfold,C11_pvals_adj,C11_z_score,C12_names,C12_logfold,C12_pvals_adj,C12_z_score,C13_names,C13_logfold,C13_pvals_adj,C13_z_score,C14_names,C14_logfold,C14_pvals_adj,C14_z_score,C15_names,C15_logfold,C15_pvals_adj,C15_z_score
ODC1,1.4684031,2.6895607074704488e-198,30.174706,PSME1,0.8320663,0.001546377581038147,3.6023831,ALOX15,6.8700933,1.3195693194093064e-05,4.587872,IPCEF1,1.2715477,1.8300591265315552e-154,26.624191,C9orf72,1.729126,7.308559117754035e-90,20.254204,DTYMK,1.3651723,5.7032538711148485e-126,24.046062,RPN2,1.2893326,8.233138092601017e-230,32.49118,FLI1,1.3843255,1.9834637535455573e-98,21.22433,STK24,1.701423,3.3906217396924204e-96,21.004522,SUSD6,1.1468419,3.6199895203485237e-66,17.369055,NCF2,0.845066,1.298048012047788e-54,15.815477,ATP6V0D1,1.2620347,1.465920081340465e-257,34.40144,SSX2IP,3.5133448,8.110546901752151e-13,7.6791644,APEX1,1.9367266,6.276280990550237e-08,6.0755444,MAP4,2.8270025,7.491252119376924e-121,23.551714,ARHGAP45,1.7054867,0.1755819481538857,2.2808545
DIPK1B,2.4891615,7.796180384623422e-197,30.062946,TGM2,1.9397311,0.0017985712202888827,3.559817,FAM13B,1.1326228,1.3576072405295018e-05,4.581526,APBB1IP,1.1952175,1.512547206310554e-152,26.457668,COMMD5,1.4052886,7.454957346851434e-90,20.253166,IPCEF1,1.0650789,2.6096472886433864e-125,23.982702,PHF19,1.3875034,5.122038597102014e-229,32.434826,GSR,1.3316268,2.974844192896417e-98,21.205175,PRKCA,2.1914518,5.384277595176556e-96,20.982393,COLEC12,1.560431,7.734409858018479e-66,17.325108,SLC11A1,1.3705049,1.3925118576990445e-54,15.810867,ITGAX,1.9404111,2.316324025251722e-257,34.38805,PDE3A,5.5485725,9.033732309792635e-13,7.6649823,HNRNPC,1.3663557,6.74182762311078e-08,6.0636015,S100A13,3.405078,9.810914796415989e-121,23.540133,SNRNP200,1.1225928,0.17632152586425448,2.2777774
IGFBP2,1.5862135,3.7393262638453227e-196,30.01071,PLXND1,1.3757226,0.0018111036542465015,3.5576413,RHOBTB3,1.3984478,1.6945940089674198e-05,4.5332394,LTA4H,1.1300004,2.024771618255342e-152,26.446447,TIMP2,0.64488775,1.1534115319672444e-89,20.231537,KIF15,2.1962767,3.0009339984973543e-125,23.976744,MCM5,1.4074831,1.0229748093481402e-228,32.413414,KCNQ1,3.407368,4.966491983420678e-98,21.180956,CMPK2,2.990988,1.1053020635626536e-95,20.947868,CORO1B,1.4439206,1.959410150791233e-65,17.271145,EHD1,1.0838736,1.76048791135304e-54,15.795903,SDC4,1.9220408,2.974732704471255e-257,34.380684,C6orf223,3.5759501,9.550131175842153e-13,7.657486,UQCRH,2.112236,6.913665865037574e-08,6.0591044,ENAH,5.845139,2.1158621053333656e-120,23.507376,NR3C2,5.8822207,0.18473814617852855,2.2543736
GTPBP4,1.2922055,4.336268233736298e-196,30.005684,SCP2,0.7215103,0.0018793932748221679,3.546638,TLE1,3.3420887,1.7107891019554197e-05,4.5311284,ACAP1,1.119584,8.748163932458144e-152,26.390923,OSM,1.4725838,2.299915739348742e-89,20.197294,NCAPD2,1.3000654,6.071235060220591e-125,23.947247,NUP62,1.3011975,1.598513368615851e-228,32.399555,ACVR1B,1.9419249,5.7057562619095067e-98,21.174328,SYAP1,1.4301358,1.3968242637776424e-95,20.93657,CD63,0.4535536,2.662312409940174e-65,17.253204,KLF10,0.9439187,1.9198212910109367e-54,15.790255,ASAH1,1.6749468,1.662714565151339e-256,34.33044,TSPAN33,5.809535,1.089223500554919e-12,7.639859,MT2A,2.2113872,7.386168996211888e-08,6.0477495,PLXNB2,3.912146,1.149468853940611e-119,23.435255,PFDN5,1.0062351,0.1859023505257584,2.2509816
TIMM13,1.4680797,6.235432842899479e-196,29.993492,MYL12A,1.7074139,0.0020269530363220345,3.5242023,LRRC8A,1.078022,1.7684030845108066e-05,4.523991,PTK2B,0.88357157,2.941504187501419e-151,26.34479,PTGER4,1.4665465,5.293710183160536e-89,20.155775,LIN54,1.215269,1.3241495635671768e-124,23.914576,DENND1A,1.1562376,1.7467911016175175e-228,32.39672,DUSP10,1.7772855,5.84940379719348e-98,21.173065,ATP11B,1.2388744,2.461560155527779e-95,20.909403,CCR1,1.5151116,2.8356671987619737e-65,17.24948,SEC22B,0.86814535,4.253917190100482e-54,15.73962,PILRA,2.0542839,2.6681619565935377e-256,34.316574,BANK1,3.2151024,1.174210035741251e-12,7.629823,SLC39A3,2.1201613,8.35058242350718e-08,6.026412,FGF5,9.448881,2.737407950804215e-119,23.39812,KDM7A,2.3561952,0.18762939074268034,2.245797
UHRF1,1.9681935,9.838658698683778e-196,29.978203,FMNL2,2.0949354,0.0020269530363220345,3.5241456,CDK15,2.5052834,1.81024419764287e-05,4.5188713,CYFIP2,0.86876076,7.870667929628468e-151,26.307352,STIMATE,1.0655682,1.44256951924738e-88,20.105917,DNAJC13,0.8999329,2.145745728798355e-124,23.894135,ATP2B4,1.3608865,4.522273218335244e-228,32.36708,DOK2,1.5654007,8.828027541252021e-97,21.04441,ST3GAL4,1.8994987,8.125426248990007e-95,20.852194,LRPAP1,0.44542703,3.076335380796731e-65,17.244532,SLC11A2,1.3809086,6.288690974193714e-54,15.71468,AQP9,1.7959973,3.0989953364021947e-256,34.312122,CALD1,3.8772721,1.2412568272064198e-12,7.6223054,GYPA,10.828095,8.408281809721178e-08,6.024853,GPX8,9.455873,2.92007415331507e-119,23.395222,FAM118A,3.3161983,0.18992618332772027,2.239974
POLR3H,1.8773066,2.1008129804630336e-194,29.875933,ETFA,1.5768102,0.0021993008784929,3.5001545,GALNT12,5.0990376,1.986090284536453e-05,4.498654,KLF5,1.1574312,6.19393731609183e-150,26.22872,NAGK,0.8786406,2.2156967484645178e-88,20.084494,ARHGAP19,1.9485285,2.30411314214965e-124,23.890879,GRK2,1.0248309,4.717235244414755e-228,32.36568,HOXB4,4.381608,1.7173684289427622e-96,21.012568,MIF,1.568838,1.5938820322690743e-93,20.708853,MCOLN1,0.82274383,5.942037153990004e-65,17.206121,TYROBP,0.9711893,4.785343825128792e-53,15.585345,SNX10,1.8009586,4.514894683874827e-256,34.301064,IL21R,4.170002,1.4269226904825333e-12,7.6039405,GRSF1,2.138265,8.662005665061648e-08,6.019599,NAV2,9.004024,4.76810116471749e-119,23.374147,HABP4,2.7652032,0.1941929161264796,2.2276504
SLC1A4,1.3149768,2.9263801291579996e-194,29.864754,SNX1,0.9698557,0.002293225805730602,3.488014,SLC2A8,2.4504704,2.1210092997642006e-05,4.4843507,PPP1R18,0.79533595,6.684034417356904e-150,26.225716,FLOT1,0.69059795,2.573705023423682e-88,20.076992,CMC2,1.0380363,2.5244322425294315e-124,23.886923,LSM4,1.0409693,3.201554394099995e-227,32.30642,BMP1,3.1692963,1.826235970713589e-96,21.00956,CYTH3,2.9580257,2.00584514900809e-93,20.697626,ADAM17,1.2438778,1.0950910433028085e-64,17.170513,GAS2L3,1.8871226,5.127595316004414e-53,15.580746,EGR2,1.7543335,9.326598437676734e-255,34.21265,PDK1,2.5903354,1.445718160545763e-12,7.601893,ADGRG1,4.023222,9.97788706070393e-08,5.9957767,TSPAN9,7.061841,1.4508372235028582e-118,23.326435,CD3G,12.205474,0.1953972768187494,2.224646
PHF10,1.1988944,3.776737336055884e-194,29.856125,SCARB1,1.4414876,0.0024355593127003434,3.470199,GAS2,6.4566545,2.457349711101239e-05,4.451933,MAST3,1.2818227,3.1434651978143953e-149,26.166597,ADORA2A,1.5527723,1.7173186946753306e-87,19.981627,IVNS1ABP,0.81364024,2.6113060280022686e-122,23.691984,SPC24,2.3406239,5.308102508839204e-227,32.290684,PLP2,1.3596499,2.264070709195745e-96,20.999262,EID1,1.4024993,3.710569962072966e-93,20.667662,MYOF,1.0754431,1.1400402542889674e-64,17.168098,EFHD2,0.58399004,7.804134890263462e-53,15.553691,OAS2,4.5702953,1.5434197134058837e-253,34.1305,VASH1,4.347331,1.462572926458471e-12,7.5997076,RIPOR3,7.0740128,1.0146787590793451e-07,5.992606,MLLT11,5.168459,3.7765750507077634e-118,23.285316,CD3D,10.207053,0.19583293911331562,2.2234185
NECTIN1,1.3987762,8.918466628311805e-194,29.827267,SPG21,1.2761697,0.0024844557592550347,3.4644468,RRM2,0.7043149,2.5210767186465232e-05,4.4460564,IL1RN,0.8885323,2.6002621817741505e-148,26.085327,CD68,0.65938354,2.5803884260654e-87,19.961111,IL17RB,0.9243422,1.0517299852776474e-121,23.632935,KIF23,1.7271202,5.660011525563779e-227,32.288605,MFSD6,2.5606859,6.97966092739035e-95,20.835106,MAGED2,1.7472038,1.2656787945856757e-92,20.608053,ST5,1.640623,3.383034159341719e-64,17.10444,THAP2,2.8034399,1.0318942001038279e-52,15.535611,CD81,2.6140792,1.788253769677666e-253,34.126095,CLEC1B,10.510386,1.462572926458471e-12,7.599686,SLC16A1,2.793542,1.035903175759209e-07,5.988358,FAM43A,4.5475807,4.222073516704196e-118,23.280394,MREG,3.5320406,0.1960829526320153,2.222304
LAIR1,1.0162604,1.8125721727963104e-193,29.803411,C2,2.964809,0.002525386410890911,3.459423,BCL9,1.6522033,3.63272460366441e-05,4.363951,MOB3A,0.88490844,1.1114272425783799e-147,26.029558,ASAH1,1.1812643,3.233572448291724e-87,19.949772,FAM110B,1.6332859,4.78555160603495e-120,23.470709,FASN,1.3438929,6.71367053997978e-226,32.211796,LMO4,2.2055936,7.432608300884709e-95,20.831917,KTN1,1.6965975,2.558119765375004e-92,20.573814,ENG,1.0788482,6.322350716575141e-64,17.06765,MMP2,1.2488166,1.107854018907926e-52,15.530873,ADAMTSL4,1.468114,5.359690434783745e-253,34.093845,PTGIR,8.61659,1.7338280255586658e-12,7.577284,LRPPRC,1.8936962,1.0375883797059578e-07,5.9876547,SHE,8.281073,4.8153669870736844e-118,23.274612,IKZF5,2.0965035,0.19879146465547248,2.2143736
TENT5C,1.862364,2.1010241319278958e-193,29.798367,PLBD2,1.5680761,0.002555170117136602,3.4559863,ST3GAL4,0.725889,3.854413511838592e-05,4.350603,SLC26A6,2.1382992,8.044623892665065e-147,25.953106,SUCNR1,1.1082268,6.788533858602586e-87,19.912298,FAR2,1.1152179,5.884813704122227e-120,23.461775,GEMIN4,1.6780022,3.4993037434277207e-225,32.16036,SPINT2,1.3917127,1.1562312950389523e-94,20.810656,SLC44A1,1.3608892,8.630747829855417e-91,20.401897,GNPTG,1.0233625,1.0719837825869452e-61,16.763279,CORO1C,1.0071497,1.512939057439047e-52,15.5106945,IDH1,1.9237854,7.028032969486147e-253,34.085808,RAB8A,1.4732344,2.4729721635950124e-12,7.5296507,CKS2,2.0668752,1.0714415490389518e-07,5.9819903,NID1,6.8815145,1.1614213315538412e-117,23.236681,INPP4A,1.4843211,0.2002187772384786,2.2103033
GRK2,0.93741196,4.584346027062767e-193,29.772013,CAPNS1,0.87233853,0.002628741924310004,3.4472156,SVIP,1.4960837,4.041791726584377e-05,4.3397703,PPARG,0.93938714,2.2498595288839794e-146,25.913406,JUND,0.5419305,7.676428317366537e-87,19.906023,S100A12,1.2227839,1.5728842080049607e-119,23.419771,PTPN7,1.2073766,1.269502768221505e-224,32.12021,M6PR,0.76690876,3.088678814020137e-94,20.76323,CAVIN2,3.9427512,9.969892798771563e-91,20.394697,CTNND1,1.1922687,1.3588387918997412e-61,16.748867,IL6R,1.3728156,2.19663298159301e-52,15.486188,CXCL1,2.0716534,2.821240972052544e-252,34.04495,MEF2D,2.328563,3.1424601853032535e-12,7.4979506,HSPH1,2.1528478,1.0858852250495772e-07,5.9793725,RRAS2,7.781118,1.2734866042911058e-117,23.232582,DUSP4,2.0729015,0.20063000653591703,2.2093422
AHCY,1.6253713,5.645477867294014e-193,29.76493,HADHB,1.3479205,0.002857039927979801,3.422222,USP1,0.81844383,6.549844542096274e-05,4.229459,FOSL2,0.92168957,5.3828344134105e-146,25.879465,PTPN12,0.65034103,4.2289359497910644e-86,19.81986,CYSTM1,0.8056647,1.9498021757303386e-119,23.410477,ANKRD13D,1.237451,1.3901929016194498e-224,32.117287,S100A10,1.0425432,4.764046626927735e-93,20.630995,HLTF,2.5171347,2.3168634505948984e-90,20.35312,ADAM10,0.82858014,6.556915564289251e-61,16.654348,GRB2,0.70912886,2.4878175888732776e-52,15.478,CPM,2.88272,1.6414742351317053e-250,33.92539,SLC38A2,1.8508734,3.906376618642524e-12,7.4683123,ATPAF1,2.303488,1.1131019509939993e-07,5.9749017,GAS6,5.444727,2.5271261183313886e-117,23.202978,BIRC2,1.6864629,0.20101286558874681,2.2084377
PAM16,1.4776711,5.921635407005321e-193,29.763235,SCCPDH,1.2961483,0.00308415012724679,3.399476,TFRC,0.41818798,6.851636830472632e-05,4.2189646,ADAMTSL4,0.8816786,2.225780235575229e-145,25.824537,ITPR1,1.2684008,3.9289532081202395e-85,19.706835,STOM,0.9367879,3.0066096857496e-119,23.391867,NOCT,1.4208732,3.694064447598205e-224,32.08678,VCPIP1,1.9127892,4.178462847856188e-92,20.525282,EZR,1.6900162,2.507433177421758e-90,20.349102,FUCA1,1.0442847,1.2831479682876205e-60,16.613823,SLC12A7,2.209582,6.704758893707169e-52,15.413536,CYB561A3,3.13573,1.7326853977195097e-250,33.9237,TRPC6,11.254053,5.317293112582206e-12,7.426569,PSMB1,1.4906274,1.1478580984490612e-07,5.9694514,NREP,3.0583594,9.891857598420478e-117,23.143917,KLRK1,8.169408,0.20206915859423924,2.2059343
OCLN,2.0720358,9.430859344606696e-193,29.747519,TSPO,0.4358849,0.00308415012724679,3.3994296,KLF11,1.2383118,8.502352460076255e-05,4.16828,PFN1,0.49758247,9.005427419154785e-144,25.680363,RENBP,1.2487242,9.967188063959501e-85,19.659311,DHRS9,1.5368292,1.0189976876069906e-118,23.339312,CIT,1.9761142,6.174215206081628e-223,31.99888,PTGS2,1.8324602,4.26055291553854e-92,20.524248,PORCN,3.2953508,4.538325156986403e-90,20.31985,NFKB1,1.2198411,3.348150624563287e-60,16.555588,CLIC4,1.032231,8.689827592195863e-52,15.396591,CD44,1.5463963,8.976864054080885e-250,33.875122,MFNG,1.953334,6.727232329301146e-12,7.393986,HSPA8,1.3789079,1.241215443266341e-07,5.9562445,JUP,3.8491027,1.344030582231774e-116,23.130552,SF3B1,1.7129053,0.2027532896298691,2.204109
ATP5MC2,1.1209843,2.5298162763607233e-192,29.714272,ARPC1B,0.8052196,0.003251061966355524,3.383744,TEDC1,1.7042351,8.711248780556154e-05,4.1623588,FCER1G,0.88070244,1.465569268020651e-143,25.66132,CEACAM5,2.4607534,1.295217444070218e-84,19.645899,BRCA2,1.3513772,6.47032303367144e-118,23.259989,ATAD5,1.8801558,1.0708549488025328e-222,31.98159,MYO1D,2.5397592,1.3384329068800277e-91,20.468357,EXOC6B,3.1890848,5.466183188894899e-90,20.310572,METRNL,0.735879,1.4796868933780958e-59,16.464695,CD36,2.114166,1.1463244238230326e-51,15.378485,MAPRE3,2.2767725,2.2634076732057455e-249,33.84774,ABI2,3.9942122,8.241440336871794e-12,7.365918,SLC12A7,2.640188,1.3620203084872404e-07,5.94017,BMP2,9.028224,1.769976880244676e-116,23.11839,ADAR,0.9118592,0.20292595406941147,2.2036164
CD38,2.7163656,3.680311602544977e-192,29.701483,CNDP2,1.0670496,0.003771182834516665,3.3390331,TLDC2,3.5027416,9.82906787741292e-05,4.133524,PNPLA6,0.9276452,2.1088773136411292e-143,25.646957,TOM1,1.43887,1.4185171307764855e-84,19.641167,PRR11,2.3242507,4.132892018051579e-117,23.180004,TRGC1,1.4119824,6.58989916434159e-222,31.924685,MALT1,2.7004104,7.402288414443543e-91,20.384302,PTGER3,4.0813265,5.810584805996538e-90,20.307428,BCL3,1.3140578,3.3385844882604287e-59,16.415155,TANK,0.9773331,2.3878997296241035e-51,15.330353,REEP3,1.6834979,7.098205401348582e-249,33.81389,SUSD1,2.0999591,8.913099514221922e-12,7.355115,SPTLC2,2.1630614,1.4087568396076278e-07,5.934203,FAM174B,7.6801615,1.273764923962079e-115,23.032742,FUBP1,0.8431472,0.20684266651612537,2.1933277
IDH2,1.0018831,5.246397722015034e-192,29.689463,MPP1,0.554805,0.003990656388593871,3.3214247,IDH2,0.35758907,0.00010118131546486054,4.1265807,ICAM3,1.2244061,1.3512846285324641e-142,25.57434,CLN3,1.2553115,3.4096124709459627e-84,19.596233,RGL4,1.2298319,1.431514995047123e-116,23.12631,CDCA5,2.3140974,4.854054789417391e-221,31.862041,BCAP29,1.498847,8.720458292720447e-91,20.376194,CPPED1,1.7868832,6.911000474944965e-90,20.298763,SETDB2,1.791527,1.4923083085629223e-58,16.323195,SH3BP5,1.054553,5.612094233575945e-51,15.274389,DPP4,5.349562,8.568090566715151e-249,33.808235,SLC50A1,1.9260465,9.062224397854913e-12,7.352554,FSCN1,3.2604415,1.4141527358651003e-07,5.933143,DCBLD2,3.4441326,1.3191224075951877e-115,23.031086,CDK17,1.9325107,0.2076575820804933,2.1910746
TM7SF3,1.2239859,1.2156847899211305e-191,29.661083,PDCD6IP,0.9237376,0.004027080254099293,3.318613,NFATC2,1.2138575,0.00010901150155380595,4.108803,GMIP,1.1668748,2.3538094454439287e-142,25.552565,PAG1,1.3100275,4.0716986733046185e-84,19.587141,APP,0.8731429,1.3100344789213446e-115,23.030289,MCM8,1.5734729,1.6130609495710584e-220,31.824272,CDK17,2.1960032,1.1178269026276022e-90,20.363947,RAP1A,1.5127035,1.2487346268967437e-89,20.269526,RAB7B,1.7352177,2.4493267301532096e-58,16.292625,PHACTR1,0.99323285,9.575599163724561e-51,15.239161,IFITM10,1.8284748,9.777863320603382e-249,33.804237,SACM1L,1.5284172,1.0314777146760586e-11,7.3342037,ADAT2,2.430501,1.4630351517226638e-07,5.9271317,AEBP1,7.4160247,2.491741090435394e-115,23.003368,EDEM1,0.5565831,0.21045736089115655,2.1837416
HSPA8,1.0019059,8.945865451186662e-191,29.593702,BAG6,0.92746425,0.004063571882095762,3.3155432,RSRP1,0.5052213,0.00012385767014547183,4.078582,GLRX,0.86171544,2.7701966828974338e-142,25.5461,GNPTG,1.1365751,4.1773958029633485e-84,19.58578,HIST1H2AG,1.9086204,2.606839984895632e-115,23.000313,NUP210,1.313345,1.9318434081201635e-220,31.818422,SOS1,2.167168,2.6897510617200295e-90,20.320713,EREG,2.3948455,1.7187528202972546e-89,20.253654,MAP2K3,0.7387623,3.861374434714823e-58,16.264618,PLD3,0.8822508,6.899613307724846e-50,15.109039,CD36,2.6532073,8.172362315019569e-248,33.741333,HDAC5,2.671754,1.1142999439448065e-11,7.323509,PRRC2A,1.6971778,1.4719956084730613e-07,5.9256983,DLGAP4,3.185508,3.0430369518325524e-115,22.994555,PLCG1,3.6046102,0.2147249508721683,2.1726534
LMAN1,1.4370288,2.810021466512938e-190,29.55495,CLIC4,1.0268458,0.004110199752712191,3.3119564,REPS2,2.0035224,0.00013125296770931318,4.0645833,BIN2,1.1290454,3.944748717142805e-142,25.532183,VAT1,0.6174793,5.120091746593502e-84,19.575298,AIF1,0.83846104,1.6398271499412932e-114,22.920097,GINS1,2.00463,1.6158322178748556e-219,31.75148,TTLL7,3.9923031,2.7826759996315305e-89,20.205162,ESYT2,1.2215508,2.3882409951563428e-89,20.237305,PIM1,0.69342494,1.0302921544493761e-57,16.203947,PLK3,1.0786139,7.936471382906529e-50,15.099633,PLEKHB2,1.2292297,4.556067128710653e-247,33.69032,MGLL,2.49609,1.1363779619215452e-11,7.320535,STON2,3.0166008,1.5200308628408663e-07,5.9199896,ZNF521,4.9370418,3.373610439210871e-115,22.98994,AHNAK,1.1325704,0.21757292922610658,2.1660311
ERG,1.24884,1.3270890242033932e-189,29.502346,ME1,2.617532,0.004162290246246407,3.3079355,TM7SF3,0.83377564,0.00014050140185577735,4.0480733,IQSEC1,0.98627806,4.3633083955794124e-142,25.528141,CXCL16,0.9543477,1.144855037048842e-83,19.533854,GSN,0.7799164,6.1717986741654424e-114,22.862173,DTYMK,1.6018883,2.04346319490566e-219,31.744,RTN4RL2,3.356675,9.097135783052841e-89,20.146421,LPXN,1.6000563,2.7676442473425877e-89,20.229893,NEU1,0.60632086,2.7601957985711574e-57,16.14258,ACE,1.7374593,6.320834353699459e-49,14.961831,TNIK,2.0344682,7.471949329601179e-246,33.607166,GSE1,1.8202002,1.2533058092947956e-11,7.30704,NDUFA8,2.1845732,1.5623082237850396e-07,5.9150467,RGS3,4.0746446,3.9619446434434026e-115,22.982822,MAP4K1,3.7895572,0.2238529735817461,2.1502993
MTDH,0.91130596,1.496088779857347e-189,29.498196,FERMT3,0.54406005,0.004184631818665773,3.3059561,AC119396.1,1.965076,0.00015301404942566986,4.0273843,DDX60L,1.0857252,9.814617212071302e-142,25.496218,USP32,0.92386055,9.111874253315887e-83,19.427025,CCNA2,2.0861518,1.5232855748255006e-113,22.822561,SCGB3A1,1.8538822,9.722584120217983e-219,31.69478,SYNGR2,0.98833096,1.1848458738169649e-88,20.133247,LAX1,2.8357987,3.624541187731748e-89,20.216448,CLEC7A,0.92399377,3.330238126454643e-57,16.130844,SLC43A2,1.5188149,6.872756224996321e-49,14.956081,SLAMF8,4.0824904,3.6208612750584353e-245,33.560123,WASF3,4.6887474,1.433587238903353e-11,7.2882705,NMI,1.7603357,1.5783575100918735e-07,5.912936,BEX3,2.5488005,4.932337384701311e-115,22.97317,YPEL5,0.6253654,0.22698529586787258,2.1431844
MCU,1.4903908,1.533711412657107e-189,29.497263,SEPTIN11,1.1509097,0.004184920945137715,3.3058681,MCL1,-0.0061439895,0.00020502425135790193,3.9555295,VEGFA,0.8450393,2.068319287702047e-141,25.466911,CCR1,1.6256108,1.6817427414349875e-82,19.395367,EZH2,1.1877881,2.0649150673718603e-113,22.808985,CENPF,1.7726463,1.428626432149108e-218,31.682554,IL18R1,2.1521215,5.143162513329507e-88,20.060291,PTGS2,2.5154834,4.850441789827067e-89,20.201925,EGR1,0.79751635,4.4023302947127104e-57,16.113379,B3GNT5,0.98714906,6.8992486949401e-49,14.955647,ATP6V1A,1.6925675,7.871142414360932e-245,33.536907,SWI5,2.8189442,1.5305002493826574e-11,7.27911,UBA52,1.1592658,1.578873146369351e-07,5.9124556,SCARB2,2.6894746,5.346986719929953e-115,22.969389,ADAM28,3.0822687,0.2271853924954105,2.1426756
MT-CYB,1.9957789,7.487054610813506e-189,29.443434,ACO1,2.2213678,0.004327600000182817,3.2950923,CHST12,1.5901662,0.0002066767341258805,3.953539,MBP,1.3324329,1.0155434799471726e-140,25.404251,KLF10,0.7902604,8.483912232827799e-82,19.311403,RFWD3,1.1831098,1.7541919315574194e-112,22.714882,PCNT,1.4471635,1.8709350572681466e-218,31.673958,CAVIN1,2.3091965,6.753860293912421e-88,20.046566,DYNLT3,1.850181,5.337356852216676e-89,20.19706,BHLHE41,1.7059588,2.2665376923597993e-56,16.010653,ST3GAL1,1.2545851,1.1935984883645146e-48,14.918406,MS4A6A,2.841003,1.5743753632552136e-243,33.447445,NBEAL2,1.3506423,1.8223491875305152e-11,7.254168,SSBP3,2.4716816,1.5989045668351797e-07,5.909953,P4HA2,4.6743927,8.438312915025974e-115,22.949417,TLE5,1.4148896,0.2291858533395715,2.137604
TRIM14,1.3981987,1.3689609280670527e-188,29.422861,HSP90AA1,0.7292971,0.00452795144117007,3.2808485,CD300LB,2.1171603,0.0002074755939207247,3.9525807,ZDHHC3,0.8356421,2.3793403745156517e-140,25.370668,RIPOR2,2.7738822,3.8507794866781396e-81,19.232504,BEX1,0.85572815,2.4521269249002923e-112,22.699913,FAM122B,1.2391002,6.97501720566175e-218,31.632242,NSMF,2.3085806,1.727751198969083e-87,19.999516,MSMO1,1.7545643,6.235818601969035e-89,20.189234,USP25,1.0205588,4.438563369785859e-56,15.968422,LAMP1,0.5325327,8.78578374287721e-48,14.784422,UBL3,1.8924747,9.71755710553532e-243,33.39294,NENF,2.2548733,1.930831980793292e-11,7.245999,CAVIN2,3.1414883,1.7028668993687218e-07,5.8991413,ADAM9,2.5263298,4.5282989422013895e-114,22.875957,GPR155,6.4259105,0.2312911282256415,2.133469
CHID1,1.4877932,1.6455333815610603e-188,29.416523,EPB41L3,1.4278084,0.004819352971760088,3.2617104,DAPK2,1.3025106,0.00021598570076315635,3.9425633,DNM2,0.74433035,2.8217673340792006e-140,25.36386,DENND11,1.1373662,4.770940893773145e-81,19.221277,GLCCI1,1.4174322,3.4200206383550013e-112,22.685148,TBC1D22B,1.3651336,4.862499675456298e-217,31.570766,FLNB,2.4134407,3.0321442563908655e-87,19.971272,SH2D2A,2.6481552,1.824445773884391e-88,20.135979,PTAFR,0.909093,1.6434410946265892e-55,15.885689,RASSF4,1.7424438,1.3031186851959212e-47,14.757501,DENND2D,2.0949492,3.0468639318727233e-242,33.35864,LXN,3.355928,2.03444329478447e-11,7.238575,SRRM2,1.8801422,1.7572045805391085e-07,5.893531,TCF4,3.957909,7.965828267520896e-114,22.85103,PDE4D,0.90213454,0.23254465531951252,2.1306748
TESMIN,1.9376011,2.3300413953055937e-188,29.40462,SNX10,1.1818461,0.004882301908488083,3.2574363,VRK1,0.7723741,0.00021615888165941904,3.9423,STAT3,0.8205267,3.8844202450658816e-140,25.351177,CDA,0.970414,6.301744524691496e-81,19.206612,RAD21,1.0577174,3.74723249313519e-112,22.680996,CENPE,1.6002971,2.56008707863123e-216,31.517977,EDARADD,4.946121,3.9092364416517984e-87,19.958406,SLC27A2,3.489209,6.014160691840369e-88,20.076519,SLC7A7,1.5071639,2.202930891921951e-55,15.866949,MAN2B1,0.88360935,3.9351534304787845e-47,14.682585,TDRD3,2.1250606,1.7199300585958523e-241,33.306576,USP12,1.7528479,2.3486076182615472e-11,7.218242,WIPI2,1.9306178,1.8414237401237305e-07,5.884946,LIPG,8.404225,9.756539825012009e-114,22.842035,DNAJB1,1.5681587,0.23373358203301453,2.127089
